2022-01-02 01:23:40.315 | INFO     | __main__:<module>:83 - | start training .... | current model feilong_conv2 |
2022-01-02 01:44:33.245 | INFO     | __main__:<module>:111 - | epoch : 22 | training done |
2022-01-02 01:44:47.152 | INFO     | __main__:<module>:244 - | epoch : 22 | val done |
2022-01-02 01:45:27.307 | INFO     | __main__:<module>:111 - | epoch : 23 | training done |
2022-01-02 01:45:41.218 | INFO     | __main__:<module>:244 - | epoch : 23 | val done |
2022-01-02 01:46:21.336 | INFO     | __main__:<module>:111 - | epoch : 24 | training done |
2022-01-02 01:46:35.161 | INFO     | __main__:<module>:244 - | epoch : 24 | val done |
2022-01-02 01:47:15.440 | INFO     | __main__:<module>:111 - | epoch : 25 | training done |
2022-01-02 01:47:29.371 | INFO     | __main__:<module>:244 - | epoch : 25 | val done |
2022-01-02 01:48:09.586 | INFO     | __main__:<module>:111 - | epoch : 26 | training done |
2022-01-02 01:48:23.640 | INFO     | __main__:<module>:244 - | epoch : 26 | val done |
2022-01-02 01:49:03.942 | INFO     | __main__:<module>:111 - | epoch : 27 | training done |
2022-01-02 01:49:17.761 | INFO     | __main__:<module>:244 - | epoch : 27 | val done |
2022-01-02 01:49:58.007 | INFO     | __main__:<module>:111 - | epoch : 28 | training done |
2022-01-02 01:50:11.965 | INFO     | __main__:<module>:244 - | epoch : 28 | val done |
2022-01-02 01:50:52.175 | INFO     | __main__:<module>:111 - | epoch : 29 | training done |
2022-01-02 01:51:05.879 | INFO     | __main__:<module>:244 - | epoch : 29 | val done |
2022-01-02 01:51:46.054 | INFO     | __main__:<module>:111 - | epoch : 30 | training done |
2022-01-02 01:51:59.952 | INFO     | __main__:<module>:244 - | epoch : 30 | val done |
2022-01-02 01:52:40.205 | INFO     | __main__:<module>:111 - | epoch : 31 | training done |
2022-01-02 01:52:54.253 | INFO     | __main__:<module>:244 - | epoch : 31 | val done |
2022-01-02 01:53:34.547 | INFO     | __main__:<module>:111 - | epoch : 32 | training done |
2022-01-02 01:53:48.462 | INFO     | __main__:<module>:240 - | epoch : 32 | CVC-300 : 0.9337472495685925 | CVC-ClinicDB : 0.9712163815477861 | CVC-ColonDB : 0.8878347805352996 | ETIS-LaribPolypDB : 0.8947116316619323 | Kvasir : 0.9459253245377766 |
2022-01-02 01:53:48.463 | CRITICAL | __main__:<module>:241 - | epoch : 32 | best_val_dice_score : 0.9266870735702775 |
2022-01-02 01:54:29.161 | INFO     | __main__:<module>:111 - | epoch : 33 | training done |
2022-01-02 01:54:42.646 | INFO     | __main__:<module>:244 - | epoch : 33 | val done |
2022-01-02 01:55:22.716 | INFO     | __main__:<module>:111 - | epoch : 34 | training done |
2022-01-02 01:55:36.082 | INFO     | __main__:<module>:244 - | epoch : 34 | val done |
2022-01-02 01:56:16.327 | INFO     | __main__:<module>:111 - | epoch : 35 | training done |
2022-01-02 01:56:30.751 | INFO     | __main__:<module>:244 - | epoch : 35 | val done |
2022-01-02 01:57:10.890 | INFO     | __main__:<module>:111 - | epoch : 36 | training done |
2022-01-02 01:57:24.385 | INFO     | __main__:<module>:244 - | epoch : 36 | val done |
2022-01-02 01:58:04.565 | INFO     | __main__:<module>:111 - | epoch : 37 | training done |
2022-01-02 01:58:18.044 | INFO     | __main__:<module>:244 - | epoch : 37 | val done |
2022-01-02 01:58:58.186 | INFO     | __main__:<module>:111 - | epoch : 38 | training done |
2022-01-02 01:59:11.752 | INFO     | __main__:<module>:244 - | epoch : 38 | val done |
2022-01-02 01:59:51.889 | INFO     | __main__:<module>:111 - | epoch : 39 | training done |
2022-01-02 02:00:05.383 | INFO     | __main__:<module>:244 - | epoch : 39 | val done |
2022-01-02 02:00:45.522 | INFO     | __main__:<module>:111 - | epoch : 40 | training done |
2022-01-02 02:00:59.102 | INFO     | __main__:<module>:244 - | epoch : 40 | val done |
2022-01-02 02:01:39.260 | INFO     | __main__:<module>:111 - | epoch : 41 | training done |
2022-01-02 02:01:52.579 | INFO     | __main__:<module>:244 - | epoch : 41 | val done |
2022-01-02 02:02:44.233 | INFO     | __main__:<module>:111 - | epoch : 42 | training done |
2022-01-02 02:03:01.381 | INFO     | __main__:<module>:244 - | epoch : 42 | val done |
2022-01-02 02:04:08.234 | INFO     | __main__:<module>:111 - | epoch : 43 | training done |
2022-01-02 02:04:25.458 | INFO     | __main__:<module>:240 - | epoch : 43 | CVC-300 : 0.9323563595631286 | CVC-ClinicDB : 0.9621044514301333 | CVC-ColonDB : 0.8840012273760817 | ETIS-LaribPolypDB : 0.9124754031575025 | Kvasir : 0.9456076782272261 |
2022-01-02 02:04:25.458 | CRITICAL | __main__:<module>:241 - | epoch : 43 | best_val_dice_score : 0.9273090239508145 |
2022-01-02 02:05:33.368 | INFO     | __main__:<module>:111 - | epoch : 44 | training done |
2022-01-02 02:05:50.577 | INFO     | __main__:<module>:244 - | epoch : 44 | val done |
2022-01-02 02:07:02.537 | INFO     | __main__:<module>:111 - | epoch : 45 | training done |
2022-01-02 02:07:18.354 | INFO     | __main__:<module>:244 - | epoch : 45 | val done |
2022-01-02 02:08:34.177 | INFO     | __main__:<module>:111 - | epoch : 46 | training done |
2022-01-02 02:08:49.576 | INFO     | __main__:<module>:244 - | epoch : 46 | val done |
2022-01-02 02:10:07.826 | INFO     | __main__:<module>:111 - | epoch : 47 | training done |
2022-01-02 02:10:23.429 | INFO     | __main__:<module>:244 - | epoch : 47 | val done |
2022-01-02 02:11:38.742 | INFO     | __main__:<module>:111 - | epoch : 48 | training done |
2022-01-02 02:11:54.970 | INFO     | __main__:<module>:244 - | epoch : 48 | val done |
2022-01-02 02:13:05.549 | INFO     | __main__:<module>:111 - | epoch : 49 | training done |
2022-01-02 02:13:22.583 | INFO     | __main__:<module>:244 - | epoch : 49 | val done |
2022-01-02 02:14:29.865 | INFO     | __main__:<module>:111 - | epoch : 50 | training done |
2022-01-02 02:14:47.027 | INFO     | __main__:<module>:244 - | epoch : 50 | val done |
2022-01-02 02:15:53.867 | INFO     | __main__:<module>:111 - | epoch : 51 | training done |
2022-01-02 02:16:11.001 | INFO     | __main__:<module>:240 - | epoch : 51 | CVC-300 : 0.9317752939472889 | CVC-ClinicDB : 0.9674206433848178 | CVC-ColonDB : 0.8870210717715095 | ETIS-LaribPolypDB : 0.9083213658843632 | Kvasir : 0.9448883039852364 |
2022-01-02 02:16:11.001 | CRITICAL | __main__:<module>:241 - | epoch : 51 | best_val_dice_score : 0.9278853357946432 |
2022-01-02 02:17:18.347 | INFO     | __main__:<module>:111 - | epoch : 52 | training done |
2022-01-02 02:17:35.230 | INFO     | __main__:<module>:244 - | epoch : 52 | val done |
2022-01-02 02:18:42.139 | INFO     | __main__:<module>:111 - | epoch : 53 | training done |
2022-01-02 02:18:59.244 | INFO     | __main__:<module>:244 - | epoch : 53 | val done |
2022-01-02 02:20:07.404 | INFO     | __main__:<module>:111 - | epoch : 54 | training done |
2022-01-02 02:20:24.625 | INFO     | __main__:<module>:244 - | epoch : 54 | val done |
2022-01-02 02:21:37.105 | INFO     | __main__:<module>:111 - | epoch : 55 | training done |
2022-01-02 02:21:52.990 | INFO     | __main__:<module>:244 - | epoch : 55 | val done |
2022-01-02 02:23:09.219 | INFO     | __main__:<module>:111 - | epoch : 56 | training done |
2022-01-02 02:23:24.149 | INFO     | __main__:<module>:244 - | epoch : 56 | val done |
2022-01-02 02:24:42.366 | INFO     | __main__:<module>:111 - | epoch : 57 | training done |
2022-01-02 02:24:57.554 | INFO     | __main__:<module>:244 - | epoch : 57 | val done |
2022-01-02 02:26:12.180 | INFO     | __main__:<module>:111 - | epoch : 58 | training done |
2022-01-02 02:26:28.375 | INFO     | __main__:<module>:244 - | epoch : 58 | val done |
2022-01-02 02:27:38.935 | INFO     | __main__:<module>:111 - | epoch : 59 | training done |
2022-01-02 02:27:55.835 | INFO     | __main__:<module>:244 - | epoch : 59 | val done |
2022-01-02 02:29:02.930 | INFO     | __main__:<module>:111 - | epoch : 60 | training done |
2022-01-02 02:29:19.817 | INFO     | __main__:<module>:244 - | epoch : 60 | val done |
2022-01-02 02:30:26.808 | INFO     | __main__:<module>:111 - | epoch : 61 | training done |
2022-01-02 02:30:43.885 | INFO     | __main__:<module>:244 - | epoch : 61 | val done |
2022-01-02 02:31:51.240 | INFO     | __main__:<module>:111 - | epoch : 62 | training done |
2022-01-02 02:32:08.385 | INFO     | __main__:<module>:244 - | epoch : 62 | val done |
2022-01-02 02:33:15.662 | INFO     | __main__:<module>:111 - | epoch : 63 | training done |
2022-01-02 02:33:32.723 | INFO     | __main__:<module>:244 - | epoch : 63 | val done |
2022-01-02 02:34:40.933 | INFO     | __main__:<module>:111 - | epoch : 64 | training done |
2022-01-02 02:34:57.804 | INFO     | __main__:<module>:244 - | epoch : 64 | val done |
2022-01-02 02:36:10.004 | INFO     | __main__:<module>:111 - | epoch : 65 | training done |
2022-01-02 02:36:25.721 | INFO     | __main__:<module>:244 - | epoch : 65 | val done |
2022-01-02 02:37:41.935 | INFO     | __main__:<module>:111 - | epoch : 66 | training done |
2022-01-02 02:37:56.728 | INFO     | __main__:<module>:244 - | epoch : 66 | val done |
2022-01-02 02:39:14.845 | INFO     | __main__:<module>:111 - | epoch : 67 | training done |
2022-01-02 02:39:29.752 | INFO     | __main__:<module>:244 - | epoch : 67 | val done |
2022-01-02 02:40:44.487 | INFO     | __main__:<module>:111 - | epoch : 68 | training done |
2022-01-02 02:41:00.583 | INFO     | __main__:<module>:244 - | epoch : 68 | val done |
2022-01-02 02:42:11.205 | INFO     | __main__:<module>:111 - | epoch : 69 | training done |
2022-01-02 02:42:28.085 | INFO     | __main__:<module>:244 - | epoch : 69 | val done |
2022-01-02 02:43:34.639 | INFO     | __main__:<module>:111 - | epoch : 70 | training done |
2022-01-02 02:43:51.538 | INFO     | __main__:<module>:244 - | epoch : 70 | val done |
2022-01-02 02:44:58.519 | INFO     | __main__:<module>:111 - | epoch : 71 | training done |
2022-01-02 02:45:15.347 | INFO     | __main__:<module>:244 - | epoch : 71 | val done |
2022-01-02 02:46:22.627 | INFO     | __main__:<module>:111 - | epoch : 72 | training done |
2022-01-02 02:46:39.622 | INFO     | __main__:<module>:244 - | epoch : 72 | val done |
2022-01-02 02:47:46.730 | INFO     | __main__:<module>:111 - | epoch : 73 | training done |
2022-01-02 02:48:03.824 | INFO     | __main__:<module>:244 - | epoch : 73 | val done |
2022-01-02 02:49:11.990 | INFO     | __main__:<module>:111 - | epoch : 74 | training done |
2022-01-02 02:49:29.136 | INFO     | __main__:<module>:244 - | epoch : 74 | val done |
2022-01-02 02:50:41.490 | INFO     | __main__:<module>:111 - | epoch : 75 | training done |
2022-01-02 02:50:57.879 | INFO     | __main__:<module>:244 - | epoch : 75 | val done |
2022-01-02 02:52:13.268 | INFO     | __main__:<module>:111 - | epoch : 76 | training done |
2022-01-02 02:52:28.500 | INFO     | __main__:<module>:244 - | epoch : 76 | val done |
2022-01-02 02:53:46.703 | INFO     | __main__:<module>:111 - | epoch : 77 | training done |
2022-01-02 02:54:02.063 | INFO     | __main__:<module>:244 - | epoch : 77 | val done |
2022-01-02 02:55:17.651 | INFO     | __main__:<module>:111 - | epoch : 78 | training done |
2022-01-02 02:55:34.047 | INFO     | __main__:<module>:244 - | epoch : 78 | val done |
2022-01-02 02:56:45.540 | INFO     | __main__:<module>:111 - | epoch : 79 | training done |
2022-01-02 02:57:02.384 | INFO     | __main__:<module>:244 - | epoch : 79 | val done |
2022-01-02 02:58:09.351 | INFO     | __main__:<module>:111 - | epoch : 80 | training done |
2022-01-02 02:58:26.197 | INFO     | __main__:<module>:244 - | epoch : 80 | val done |
2022-01-02 02:59:33.140 | INFO     | __main__:<module>:111 - | epoch : 81 | training done |
2022-01-02 02:59:50.035 | INFO     | __main__:<module>:244 - | epoch : 81 | val done |
2022-01-02 03:00:57.327 | INFO     | __main__:<module>:111 - | epoch : 82 | training done |
2022-01-02 03:01:14.443 | INFO     | __main__:<module>:244 - | epoch : 82 | val done |
2022-01-02 03:02:21.880 | INFO     | __main__:<module>:111 - | epoch : 83 | training done |
2022-01-02 03:02:38.782 | INFO     | __main__:<module>:244 - | epoch : 83 | val done |
2022-01-02 03:03:45.958 | INFO     | __main__:<module>:111 - | epoch : 84 | training done |
2022-01-02 03:04:02.925 | INFO     | __main__:<module>:244 - | epoch : 84 | val done |
2022-01-02 03:05:14.238 | INFO     | __main__:<module>:111 - | epoch : 85 | training done |
2022-01-02 03:05:30.834 | INFO     | __main__:<module>:244 - | epoch : 85 | val done |
2022-01-02 03:06:45.553 | INFO     | __main__:<module>:111 - | epoch : 86 | training done |
2022-01-02 03:07:01.039 | INFO     | __main__:<module>:244 - | epoch : 86 | val done |
2022-01-02 03:08:19.107 | INFO     | __main__:<module>:111 - | epoch : 87 | training done |
2022-01-02 03:08:34.272 | INFO     | __main__:<module>:244 - | epoch : 87 | val done |
2022-01-02 03:09:50.909 | INFO     | __main__:<module>:111 - | epoch : 88 | training done |
2022-01-02 03:10:07.023 | INFO     | __main__:<module>:244 - | epoch : 88 | val done |
2022-01-02 03:11:19.231 | INFO     | __main__:<module>:111 - | epoch : 89 | training done |
2022-01-02 03:11:36.171 | INFO     | __main__:<module>:244 - | epoch : 89 | val done |
2022-01-02 03:12:45.286 | INFO     | __main__:<module>:111 - | epoch : 90 | training done |
2022-01-02 03:13:02.228 | INFO     | __main__:<module>:244 - | epoch : 90 | val done |
2022-01-02 03:14:09.327 | INFO     | __main__:<module>:111 - | epoch : 91 | training done |
2022-01-02 03:14:26.179 | INFO     | __main__:<module>:244 - | epoch : 91 | val done |
2022-01-02 03:15:33.331 | INFO     | __main__:<module>:111 - | epoch : 92 | training done |
2022-01-02 03:15:50.276 | INFO     | __main__:<module>:244 - | epoch : 92 | val done |
2022-01-02 03:16:57.162 | INFO     | __main__:<module>:111 - | epoch : 93 | training done |
2022-01-02 03:17:14.021 | INFO     | __main__:<module>:244 - | epoch : 93 | val done |
2022-01-02 03:18:20.756 | INFO     | __main__:<module>:111 - | epoch : 94 | training done |
2022-01-02 03:18:37.675 | INFO     | __main__:<module>:244 - | epoch : 94 | val done |
2022-01-02 03:19:47.627 | INFO     | __main__:<module>:111 - | epoch : 95 | training done |
2022-01-02 03:20:04.347 | INFO     | __main__:<module>:244 - | epoch : 95 | val done |
2022-01-02 03:21:18.077 | INFO     | __main__:<module>:111 - | epoch : 96 | training done |
2022-01-02 03:21:33.822 | INFO     | __main__:<module>:244 - | epoch : 96 | val done |
2022-01-02 03:22:51.903 | INFO     | __main__:<module>:111 - | epoch : 97 | training done |
2022-01-02 03:23:07.460 | INFO     | __main__:<module>:244 - | epoch : 97 | val done |
2022-01-02 03:24:24.923 | INFO     | __main__:<module>:111 - | epoch : 98 | training done |
2022-01-02 03:24:40.561 | INFO     | __main__:<module>:244 - | epoch : 98 | val done |
2022-01-02 03:25:53.965 | INFO     | __main__:<module>:111 - | epoch : 99 | training done |
2022-01-02 03:26:10.553 | INFO     | __main__:<module>:244 - | epoch : 99 | val done |
2022-01-02 03:27:19.945 | INFO     | __main__:<module>:111 - | epoch : 100 | training done |
2022-01-02 03:27:36.862 | INFO     | __main__:<module>:244 - | epoch : 100 | val done |
2022-01-02 03:28:44.068 | INFO     | __main__:<module>:111 - | epoch : 101 | training done |
2022-01-02 03:29:01.113 | INFO     | __main__:<module>:244 - | epoch : 101 | val done |
2022-01-02 03:30:08.282 | INFO     | __main__:<module>:111 - | epoch : 102 | training done |
2022-01-02 03:30:25.189 | INFO     | __main__:<module>:244 - | epoch : 102 | val done |
2022-01-02 03:31:32.478 | INFO     | __main__:<module>:111 - | epoch : 103 | training done |
2022-01-02 03:31:49.452 | INFO     | __main__:<module>:244 - | epoch : 103 | val done |
2022-01-02 03:32:56.292 | INFO     | __main__:<module>:111 - | epoch : 104 | training done |
2022-01-02 03:33:13.247 | INFO     | __main__:<module>:244 - | epoch : 104 | val done |
2022-01-02 03:34:22.735 | INFO     | __main__:<module>:111 - | epoch : 105 | training done |
2022-01-02 03:34:39.499 | INFO     | __main__:<module>:244 - | epoch : 105 | val done |
2022-01-02 03:35:52.778 | INFO     | __main__:<module>:111 - | epoch : 106 | training done |
2022-01-02 03:36:08.653 | INFO     | __main__:<module>:244 - | epoch : 106 | val done |
2022-01-02 03:37:25.595 | INFO     | __main__:<module>:111 - | epoch : 107 | training done |
2022-01-02 03:37:40.946 | INFO     | __main__:<module>:244 - | epoch : 107 | val done |
2022-01-02 03:38:58.613 | INFO     | __main__:<module>:111 - | epoch : 108 | training done |
2022-01-02 03:39:13.971 | INFO     | __main__:<module>:244 - | epoch : 108 | val done |
2022-01-02 03:40:27.330 | INFO     | __main__:<module>:111 - | epoch : 109 | training done |
2022-01-02 03:40:43.935 | INFO     | __main__:<module>:244 - | epoch : 109 | val done |
2022-01-02 03:41:53.503 | INFO     | __main__:<module>:111 - | epoch : 110 | training done |
2022-01-02 03:42:10.377 | INFO     | __main__:<module>:244 - | epoch : 110 | val done |
2022-01-02 03:43:17.511 | INFO     | __main__:<module>:111 - | epoch : 111 | training done |
2022-01-02 03:43:34.310 | INFO     | __main__:<module>:244 - | epoch : 111 | val done |
2022-01-02 03:44:41.059 | INFO     | __main__:<module>:111 - | epoch : 112 | training done |
2022-01-02 03:44:58.133 | INFO     | __main__:<module>:244 - | epoch : 112 | val done |
2022-01-02 03:46:05.046 | INFO     | __main__:<module>:111 - | epoch : 113 | training done |
2022-01-02 03:46:21.974 | INFO     | __main__:<module>:244 - | epoch : 113 | val done |
2022-01-02 03:47:28.974 | INFO     | __main__:<module>:111 - | epoch : 114 | training done |
2022-01-02 03:47:46.145 | INFO     | __main__:<module>:244 - | epoch : 114 | val done |
2022-01-02 03:48:55.882 | INFO     | __main__:<module>:111 - | epoch : 115 | training done |
2022-01-02 03:49:12.580 | INFO     | __main__:<module>:244 - | epoch : 115 | val done |
2022-01-02 03:50:26.102 | INFO     | __main__:<module>:111 - | epoch : 116 | training done |
2022-01-02 03:50:42.124 | INFO     | __main__:<module>:244 - | epoch : 116 | val done |
2022-01-02 03:51:59.787 | INFO     | __main__:<module>:111 - | epoch : 117 | training done |
2022-01-02 03:52:15.303 | INFO     | __main__:<module>:244 - | epoch : 117 | val done |
2022-01-02 03:53:33.185 | INFO     | __main__:<module>:111 - | epoch : 118 | training done |
2022-01-02 03:53:48.860 | INFO     | __main__:<module>:244 - | epoch : 118 | val done |
2022-01-02 03:55:02.531 | INFO     | __main__:<module>:111 - | epoch : 119 | training done |
2022-01-02 03:55:18.819 | INFO     | __main__:<module>:244 - | epoch : 119 | val done |
2022-01-02 03:56:28.680 | INFO     | __main__:<module>:111 - | epoch : 120 | training done |
2022-01-02 03:56:45.722 | INFO     | __main__:<module>:244 - | epoch : 120 | val done |
2022-01-02 03:57:52.494 | INFO     | __main__:<module>:111 - | epoch : 121 | training done |
2022-01-02 03:58:09.548 | INFO     | __main__:<module>:244 - | epoch : 121 | val done |
2022-01-02 03:59:16.533 | INFO     | __main__:<module>:111 - | epoch : 122 | training done |
2022-01-02 03:59:33.405 | INFO     | __main__:<module>:244 - | epoch : 122 | val done |
2022-01-02 04:00:40.544 | INFO     | __main__:<module>:111 - | epoch : 123 | training done |
2022-01-02 04:00:57.594 | INFO     | __main__:<module>:244 - | epoch : 123 | val done |
2022-01-02 04:02:04.881 | INFO     | __main__:<module>:111 - | epoch : 124 | training done |
2022-01-02 04:02:21.837 | INFO     | __main__:<module>:244 - | epoch : 124 | val done |
2022-01-02 04:03:30.487 | INFO     | __main__:<module>:111 - | epoch : 125 | training done |
2022-01-02 04:03:47.387 | INFO     | __main__:<module>:244 - | epoch : 125 | val done |
2022-01-02 04:05:00.248 | INFO     | __main__:<module>:111 - | epoch : 126 | training done |
2022-01-02 04:05:16.072 | INFO     | __main__:<module>:244 - | epoch : 126 | val done |
2022-01-02 04:06:32.760 | INFO     | __main__:<module>:111 - | epoch : 127 | training done |
2022-01-02 04:06:47.596 | INFO     | __main__:<module>:244 - | epoch : 127 | val done |
2022-01-02 04:08:05.646 | INFO     | __main__:<module>:111 - | epoch : 128 | training done |
2022-01-02 04:08:20.748 | INFO     | __main__:<module>:244 - | epoch : 128 | val done |
2022-01-02 04:09:35.529 | INFO     | __main__:<module>:111 - | epoch : 129 | training done |
2022-01-02 04:09:51.611 | INFO     | __main__:<module>:244 - | epoch : 129 | val done |
2022-01-02 04:11:02.287 | INFO     | __main__:<module>:111 - | epoch : 130 | training done |
2022-01-02 04:11:19.332 | INFO     | __main__:<module>:244 - | epoch : 130 | val done |
2022-01-02 04:12:26.409 | INFO     | __main__:<module>:111 - | epoch : 131 | training done |
2022-01-02 04:12:43.298 | INFO     | __main__:<module>:244 - | epoch : 131 | val done |
2022-01-02 04:13:50.269 | INFO     | __main__:<module>:111 - | epoch : 132 | training done |
2022-01-02 04:14:07.157 | INFO     | __main__:<module>:244 - | epoch : 132 | val done |
2022-01-02 04:15:14.477 | INFO     | __main__:<module>:111 - | epoch : 133 | training done |
2022-01-02 04:15:31.409 | INFO     | __main__:<module>:244 - | epoch : 133 | val done |
2022-01-02 04:16:38.192 | INFO     | __main__:<module>:111 - | epoch : 134 | training done |
2022-01-02 04:16:55.440 | INFO     | __main__:<module>:244 - | epoch : 134 | val done |
2022-01-02 04:18:03.809 | INFO     | __main__:<module>:111 - | epoch : 135 | training done |
2022-01-02 04:18:20.783 | INFO     | __main__:<module>:244 - | epoch : 135 | val done |
2022-01-02 04:19:33.482 | INFO     | __main__:<module>:111 - | epoch : 136 | training done |
2022-01-02 04:19:49.506 | INFO     | __main__:<module>:244 - | epoch : 136 | val done |
2022-01-02 04:21:05.832 | INFO     | __main__:<module>:111 - | epoch : 137 | training done |
2022-01-02 04:21:20.481 | INFO     | __main__:<module>:244 - | epoch : 137 | val done |
